indice;maior_atraso ;margem_bruta_acumulada;prazo_medio_recebimento_vendas;titulos_em_aberto;diferenca_percentual_risco;percentualRisco;faturamento_bruto;margem_bruta;periodo_demonstrativo_em_meses;custos;ano_fundacao;capital_social;score_pontualidade;risco_baixo;risco_medio;risco_muito_baixo;grupo
208;0;0.0;0;0.0;5.094.339.622.641.500;490.566.037.735.849;582389;0;12;0;2017;93700;0;0;1;0;1
209;6;0.0;0;0.0;5.849.056.603.773.580;4.150.943.396.226.410;2280444;0;12;0;2000;100000;0;0;1;0;1
210;9;4.690.957.976;0;0.0;6.037.735.849.056.600;3.962.264.150.943.390;1410997;0;12;0;2005;20000;1;0;1;0;1
211;20;5.091.346.392;0;0.0;4.528.301.886.792.450;5.471.698.113.207.540;0;0;12;0;2016;90000;1;0;0;0;1
212;18;4.901.655.208;47;33269.26;5.660.377.358.490.560;4.339.622.641.509.430;4493287;0;12;0;2000;280000;1;0;1;0;1
213;14;397.272.031;119;9447.33;4.528.301.886.792.450;5.471.698.113.207.540;864850;0;12;0;2018;50000;1;0;0;0;1
214;0;0.0;0;0.0;8.490.566.037.735.840;150.943.396.226.415;53230314;0;12;0;1976;2592200;0;1;0;0;2
215;5;3.948.846.371;0;0.0;8.490.566.037.735.840;150.943.396.226.415;4754277;1901711;12;2852566;2006;200000;1;1;0;0;2
216;99;3.963.797.644;0;0.0;3.962.264.150.943.390;6.037.735.849.056.600;182467;0;12;0;2014;160000;0;0;0;0;1
217;0;0.0;0;0.0;7.358.490.566.037.730;2.641.509.433.962.260;7658339;0;12;0;2011;250000;0;1;0;0;2
218;23;5.306.585.034;36;246173.7;8.301.886.792.452.830;1.698.113.207.547.160;5340503;2429159;12;-2911344;1999;100000;1;1;0;0;2
219;104;3.967.504.431;0;0.0;7.735.849.056.603.770;2.264.150.943.396.220;254985493;251771713;12;3213780;2002;89864000;1;1;0;0;2
220;24;2.646.673.902;0;0.0;4.528.301.886.792.450;5.471.698.113.207.540;3818823;181467;12;-1816507;2015;600000;0;0;0;0;1
221;4;22.495.046.440.000.000;0;0.0;6.037.735.849.056.600;3.962.264.150.943.390;3826682;0;12;0;2013;300000;1;0;1;0;1
222;6;2.918.215.666;31;56267.5;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
223;3;44.367.712.740.000.000;507;154941.09;6.792.452.830.188.670;320.754.716.981.132;737708848;0;12;0;1958;78600000;1;0;1;0;1
224;13;6.050.075.415;42;3978.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
225;3;0.0;0;0.0;660.377.358.490.566;3.396.226.415.094.330;3233330;0;12;0;2014;200000;0;0;1;0;1
226;14;0.0;0;0.0;6.792.452.830.188.670;320.754.716.981.132;4870000;0;12;0;2003;100000;0;0;1;0;1
227;3;0.0;0;0.0;7.169.811.320.754.710;2.830.188.679.245.280;2689666;0;12;0;1993;80000;0;1;0;0;2
228;6;42.002.342.659.999.900;0;0.0;5.660.377.358.490.560;4.339.622.641.509.430;657883;0;12;0;1996;10000;1;0;1;0;1
229;20;4.317.631.226;55;1180370.61;7.924.528.301.886.790;2.075.471.698.113.200;38616927;0;6;18259967;2006;1200000;0;1;0;0;2
230;6;3.279.276.866;0;3033.34;5.660.377.358.490.560;4.339.622.641.509.430;537497;0;12;0;2013;100000;1;0;1;0;1
231;3;572.532.815;0;0.0;6.981.132.075.471.690;3.018.867.924.528.300;234176009;0;12;0;1946;300000;1;1;0;0;2
232;0;22.702.966.100.000.000;163;14760.2;8.867.924.528.301.880;1.132.075.471.698.110;8622213;2432542;5;6189671;2003;1000000;1;1;0;0;2
233;57;3.158.088.191;0;0.0;6.037.735.849.056.600;3.962.264.150.943.390;229996561;0;5;0;2017;0;1;0;1;0;1
234;105;2.730.283.729;11;2040.0;6.226.415.094.339.620;3.773.584.905.660.370;11684375;5030415;12;6653960;2006;500000;0;0;1;0;1
235;0;1.264.242.401;21;13248.0;9.056.603.773.584.900;943.396.226.415.094;23014397;6239000;12;16775861;2012;65000;1;0;0;1;0
236;21;29.431.412.690.000.000;107;0.0;6.415.094.339.622.640;3.584.905.660.377.350;229996561;0;5;0;1998;100000;1;0;1;0;1
237;57;4.434.305.202;70;4440.0;5.849.056.603.773.580;4.150.943.396.226.410;229996561;0;5;0;2017;0;1;0;1;0;1
238;68;329.276.771;0;0.0;5.849.056.603.773.580;4.150.943.396.226.410;229996561;0;5;0;2017;0;1;0;1;0;1
239;68;0.0;0;0.0;5.849.056.603.773.580;4.150.943.396.226.410;229996561;0;5;0;2017;0;0;0;1;0;1
240;7;22.283.481.489.999.900;0;0.0;5.849.056.603.773.580;4.150.943.396.226.410;229996561;0;5;0;2017;0;1;0;1;0;1
241;76;33.332.423.170.000.000;0;0.0;5.849.056.603.773.580;4.150.943.396.226.410;229996561;0;5;0;2017;0;1;0;1;0;1
242;16;5.204.969.471;33;8254.4;4.528.301.886.792.450;5.471.698.113.207.540;2823361;0;12;0;2015;100000;1;0;0;0;1
243;0;0.0;0;0.0;5.660.377.358.490.560;4.339.622.641.509.430;412319;0;12;0;1997;10000;0;0;1;0;1
244;3;25.748.654;0;0.0;8.301.886.792.452.830;1.698.113.207.547.160;13693789;0;12;0;2004;100000;1;1;0;0;2
245;4;5.802.123.529;87;44617.25;7.358.490.566.037.730;2.641.509.433.962.260;2398328;0;12;0;2007;10000;1;1;0;0;2
246;30;0.0;0;0.0;5.660.377.358.490.560;4.339.622.641.509.430;31995016;0;12;0;2010;200000;0;0;1;0;1
247;4;5.687.188.261;2;1111.14;8.679.245.283.018.860;1.320.754.716.981.130;28007030;0;12;0;1976;7500000;1;1;0;0;2
248;0;3.904.185.136;0;0.0;8.113.207.547.169.810;1.886.792.452.830.180;57345896;5838266;12;51507630;2005;200000;1;1;0;0;2
249;3;5.960.564.027;0;0.0;7.358.490.566.037.730;2.641.509.433.962.260;9810714;0;12;0;1980;150000;1;1;0;0;2
250;5;6.139.476.892;0;0.0;7.547.169.811.320.750;2.452.830.188.679.240;9666737;0;12;0;1996;40000;1;1;0;0;2
251;26;0.0;0;0.0;5.094.339.622.641.500;490.566.037.735.849;2135204;0;12;0;2013;40000;0;0;1;0;1
252;4;37.871.875;32;6980.0;7.358.490.566.037.730;2.641.509.433.962.260;2689342;891000;12;1798000;2010;80000;1;1;0;0;2
253;2;4.411.398.547;0;0.0;8.490.566.037.735.840;150.943.396.226.415;9683269;0;12;0;1997;620000;1;1;0;0;2
254;16;2.548.028.184;0;0.0;7.924.528.301.886.790;2.075.471.698.113.200;45439625;33382688;12;12056937;1984;2650000;0;1;0;0;2
255;3;43.715.443.439.999.900;34;45000.0;7.924.528.301.886.790;2.075.471.698.113.200;42940058;17956054;12;24984004;2015;200000;1;1;0;0;2
256;3;0.0;0;0.0;6.037.735.849.056.600;3.962.264.150.943.390;412319;0;12;0;2005;3000;0;0;1;0;1
257;4;3.483.423.131;0;0.0;9.056.603.773.584.900;943.396.226.415.094;10713382;4734041;12;5979341;1991;5400000;1;0;0;1;0
258;4;3.030.825.028;0;0.0;9.056.603.773.584.900;943.396.226.415.094;10713382;4734041;12;5979341;1991;5400000;1;0;0;1;0
259;0;4.413.395.729;0;0.0;5.094.339.622.641.500;490.566.037.735.849;775198;0;12;0;2018;95400;1;0;1;0;1
260;5;5.200.913.988;0;0.0;7.358.490.566.037.730;2.641.509.433.962.260;1184445;0;12;0;2010;10000;1;1;0;0;2
261;20;1.905.198.559;4;1246.0;3.962.264.150.943.390;6.037.735.849.056.600;0;0;1;0;1997;100000;0;0;0;0;1
262;0;3.688.785.433;0;0.0;8.490.566.037.735.840;150.943.396.226.415;22312891;0;12;0;1986;300000;1;1;0;0;2
263;7;0.0;0;0.0;6.037.735.849.056.600;3.962.264.150.943.390;4258754;0;11;0;2014;100000;0;0;1;0;1
264;3;46.083.118.630.000.000;0;0.0;6.415.094.339.622.640;3.584.905.660.377.350;0;0;1;0;2005;20000;1;0;1;0;1
265;93;2.716.451.172;0;0.0;490.566.037.735.849;5.094.339.622.641.500;0;0;1;0;2017;10000;1;0;1;0;1
266;21;2.376.033.887;59;12509.91;660.377.358.490.566;3.396.226.415.094.330;3521646;1347055;12;2174591;2008;200000;1;0;1;0;1
267;6;5.914.350.962;0;0.0;5.094.339.622.641.500;490.566.037.735.849;752516;0;12;0;2017;20000;1;0;1;0;1
268;42;0.0;0;0.0;6.792.452.830.188.670;320.754.716.981.132;2961403;0;12;0;2004;60000;0;0;1;0;1
269;3;4.576.666.993;0;0.0;7.169.811.320.754.710;2.830.188.679.245.280;3359403;0;12;0;2008;78800;1;1;0;0;2
270;27;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
271;2;0.0;0;0.0;6.226.415.094.339.620;3.773.584.905.660.370;1319703;0;12;0;2013;95400;0;0;1;0;1
272;3;60.583.252;0;0.0;6.226.415.094.339.620;3.773.584.905.660.370;839968;0;12;0;2016;10000;1;0;1;0;1
273;15;4.295.009.528;0;297070.04;8.867.924.528.301.880;1.132.075.471.698.110;13566803;3177322;8;10389481;1988;1900000;1;1;0;0;2
274;77;0.0;0;0.0;4.528.301.886.792.450;5.471.698.113.207.540;771058;0;12;0;2009;30000;0;0;0;0;1
275;14;0.0;0;0.0;2.830.188.679.245.280;7.169.811.320.754.710;542054;0;12;0;2015;50000;0;0;0;0;1
276;30;0.0;0;0.0;490.566.037.735.849;5.094.339.622.641.500;1758366;539169;12;1219197;2018;60000;0;0;1;0;1
277;0;0.0;0;0.0;5.094.339.622.641.500;490.566.037.735.849;525959;0;12;0;2018;95400;0;0;1;0;1
278;0;0.0;0;0.0;7.169.811.320.754.710;2.830.188.679.245.280;16926771;0;12;0;1997;500000;0;1;0;0;2
279;0;0.0;0;0.0;7.169.811.320.754.710;2.830.188.679.245.280;7740072;3199267;12;4540805;1982;300000;0;1;0;0;2
280;3;343.995.435;38;14232.1;7.169.811.320.754.710;2.830.188.679.245.280;2386267;0;12;0;2002;20000;1;1;0;0;2
281;18;4.277.121.236;53;254809.13;7.358.490.566.037.730;2.641.509.433.962.260;13441017;5143000;12;8298374;2004;106000;0;1;0;0;2
282;20;34.377.104.229.999.900;68;80842.7;6.037.735.849.056.600;3.962.264.150.943.390;65753491;13146906;12;52606585;1998;450000;1;0;1;0;1
283;17;5.136.572.024;0;0.0;4.528.301.886.792.450;5.471.698.113.207.540;6296620;0;12;0;2015;400000;1;0;0;0;1
284;22;4.217.446.292;20;3498.66;3.962.264.150.943.390;6.037.735.849.056.600;1226031;0;12;0;1987;100000;0;0;0;0;1
285;91;0.0;0;0.0;8.490.566.037.735.840;150.943.396.226.415;1582634;0;12;0;1998;930000;0;1;0;0;2
286;90;3.470.060.758;15;3886.0;5.094.339.622.641.500;490.566.037.735.849;9066041;0;12;0;2011;200000;0;0;1;0;1
287;17;0.0;0;0.0;7.169.811.320.754.710;2.830.188.679.245.280;75664716;12530408;12;63134308;1978;11615000;0;1;0;0;2
288;13;6.050.075.415;42;3978.0;4.339.622.641.509.430;5.660.377.358.490.560;165769;0;12;0;2008;10000;0;0;0;0;1
289;22;2.091.506.775;0;0.0;320.754.716.981.132;6.792.452.830.188.670;839747;0;12;0;2016;10000;0;0;0;0;1
290;14;0.0;0;0.0;5.283.018.867.924.520;4.716.981.132.075.470;0;0;1;0;1942;421286954;0;0;1;0;1
291;2;4.570.229.717;0;0.0;7.169.811.320.754.710;2.830.188.679.245.280;0;0;12;0;2018;3694515;1;1;0;0;2
292;42;0.0;0;0.0;5.471.698.113.207.540;4.528.301.886.792.450;0;0;1;0;1942;421286954;0;0;1;0;1
293;20;0.0;0;0.0;6.226.415.094.339.620;3.773.584.905.660.370;0;0;1;0;1942;421286954;0;0;1;0;1
294;61;6.088.906.349.000.000;17;640190.03;6.226.415.094.339.620;3.773.584.905.660.370;3222402;0;12;0;1948;330742994;0;0;1;0;1
295;16;0.0;0;0.0;7.358.490.566.037.730;2.641.509.433.962.260;3222402000;0;12;0;1948;330742994;0;1;0;0;2
296;17;0.0;0;0.0;7.358.490.566.037.730;2.641.509.433.962.260;3222402000;0;12;0;1948;330742994;0;1;0;0;2
297;11;2.655.254.663;8;6400.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
298;0;0.0;0;0.0;7.358.490.566.037.730;2.641.509.433.962.260;11243878;0;12;0;2005;150000;0;1;0;0;2
299;24;2.646.673.902;0;0.0;3.962.264.150.943.390;6.037.735.849.056.600;1103714;0;12;0;2015;600000;0;0;0;0;1
300;3;31.029.166.210.000.000;0;0.0;7.924.528.301.886.790;2.075.471.698.113.200;1734285;1082340;12;651945;1993;700000;1;1;0;0;2
301;149;290.294.032;46;129534.99;7.358.490.566.037.730;2.641.509.433.962.260;8295495;2503126;9;5792369;1989;900000;0;1;0;0;2
302;0;0.0;0;0.0;6.226.415.094.339.620;3.773.584.905.660.370;0;0;1;0;2008;67800;0;0;1;0;1
303;6;508.244.854;39;34849.01;8.301.886.792.452.830;1.698.113.207.547.160;20946787;0;12;0;1951;550000;1;1;0;0;2
304;11;2.655.254.663;8;6400.0;6.037.735.849.056.600;3.962.264.150.943.390;455009;0;12;0;1985;70000;1;0;1;0;1
305;0;5.270.963.898;34;6712.77;7.358.490.566.037.730;2.641.509.433.962.260;2198151;0;12;0;2011;1000000;1;1;0;0;2
306;99;0.0;0;0.0;4.716.981.132.075.470;5.283.018.867.924.520;1504186;0;12;0;2010;60000;0;0;0;0;1
307;6;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
308;0;3.817.420.992;0;0.0;7.358.490.566.037.730;2.641.509.433.962.260;3200000;0;12;0;1991;50000;1;1;0;0;2
309;66;3.798.407.985;82;2140954.39;5.849.056.603.773.580;4.150.943.396.226.410;818740879;298336451;12;520404428;2011;31484880;0;0;1;0;1
310;0;46.943.127.960.000.000;0;0.0;6.037.735.849.056.600;3.962.264.150.943.390;236116;0;12;0;1976;100000;1;0;1;0;1
311;30;326.457.378;0;0.0;5.660.377.358.490.560;4.339.622.641.509.430;12572516;0;11;0;2008;100000;0;0;1;0;1
312;0;0.0;0;0.0;5.471.698.113.207.540;4.528.301.886.792.450;851725;0;12;0;2010;20000;0;0;1;0;1
313;18;2.484.828.499;26;2326.81;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
314;27;49.182.491.409.999.900;63;2836656.0;7.169.811.320.754.710;2.830.188.679.245.280;90502107;1957004;7;-65022701;2008;728407;0;1;0;0;2
315;20;0.0;0;0.0;8.301.886.792.452.830;1.698.113.207.547.160;21445991;13941746;12;7504245;2012;100000;0;1;0;0;2
316;0;4.907.988.588;0;0.0;7.169.811.320.754.710;2.830.188.679.245.280;1298837;0;12;0;2013;20000;1;1;0;0;2
317;6;5.805.373.759;0;0.0;6.226.415.094.339.620;3.773.584.905.660.370;3571566;0;12;0;1993;100000;0;0;1;0;1
318;3;5.853.558.289.999.990;0;0.0;7.169.811.320.754.710;2.830.188.679.245.280;2359021;0;12;0;1992;90000;1;1;0;0;2
319;7;5.994.995.681;75;17250.0;5.849.056.603.773.580;4.150.943.396.226.410;2701070;0;12;0;2016;200000;0;0;1;0;1
320;6;43.679.607.020.000.000;41;21826.38;7.169.811.320.754.710;2.830.188.679.245.280;12450719;6553945;12;5896774;2003;700000;0;1;0;0;2
321;6;0.0;0;0.0;6.037.735.849.056.600;3.962.264.150.943.390;0;0;1;0;1998;2474545;0;0;1;0;1
322;0;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
323;18;2.484.828.499;26;2326.81;3.396.226.415.094.330;660.377.358.490.566;827341;0;12;0;2002;10000;1;0;0;0;1
324;23;46.935.087.740.000.000;116;214793.66;7.924.528.301.886.790;2.075.471.698.113.200;34977294;15677680;12;19299614;1997;750000;1;1;0;0;2
325;0;44.491.979.200.000.000;0;0.0;7.924.528.301.886.790;2.075.471.698.113.200;5750551;0;12;0;2001;50000;1;1;0;0;2
326;6;0.0;0;0.0;6.792.452.830.188.670;320.754.716.981.132;17609445;0;12;0;2015;30000;0;0;1;0;1
327;1;0.0;0;0.0;5.660.377.358.490.560;4.339.622.641.509.430;651269;0;12;0;2012;5000;0;0;1;0;1
328;30;39.945.913.479.999.900;37;299767.2;6.226.415.094.339.620;3.773.584.905.660.370;2325641;1878669;3;446972;2011;1500000;0;0;1;0;1
329;14;5.189.080.828;18;4819.37;5.849.056.603.773.580;4.150.943.396.226.410;1570281;0;12;0;2005;72400;1;0;1;0;1
330;0;0.0;0;0.0;4.528.301.886.792.450;5.471.698.113.207.540;701487;0;12;0;2019;150000;0;0;0;0;1
331;6;0.0;0;0.0;7.358.490.566.037.730;2.641.509.433.962.260;659185;0;5;0;2012;100000;0;1;0;0;2
332;20;2.964.319.012;0;0.0;4.150.943.396.226.410;5.849.056.603.773.580;1854396;836285;6;1018111;2016;100000;1;0;0;0;1
333;0;0.0;0;0.0;5.660.377.358.490.560;4.339.622.641.509.430;585105;0;6;0;2011;5000;0;0;1;0;1
334;18;3.756.458.677;0;0.0;3.962.264.150.943.390;6.037.735.849.056.600;931706;0;12;0;2000;80000;1;0;0;0;1
335;6;0.0;0;0.0;490.566.037.735.849;5.094.339.622.641.500;827521;0;12;0;2017;10000;0;0;1;0;1
336;4;0.0;0;0.0;6.792.452.830.188.670;320.754.716.981.132;10980039;0;12;0;2013;80000;0;0;1;0;1
337;22;6.064.980.236.999.990;27;8900.0;660.377.358.490.566;3.396.226.415.094.330;1155182;0;12;0;1991;6480;1;0;1;0;1
338;7;5.324.386.574.000.000;0;650774.72;5.471.698.113.207.540;4.528.301.886.792.450;36080889;7227812;9;28853077;2016;350000;0;0;1;0;1
339;92;0.0;0;0.0;4.339.622.641.509.430;5.660.377.358.490.560;6884218;21037670;12;4780451;2017;100000;0;0;0;0;1
340;3;46.083.118.630.000.000;0;0.0;7.547.169.811.320.750;2.452.830.188.679.240;6757277;0;12;0;2005;20000;1;1;0;0;2
341;28;3.649.911.668;24;11796.6;5.660.377.358.490.560;4.339.622.641.509.430;1971118;0;12;0;2018;100000;1;0;1;0;1
342;64;4.266.519.022;64;1276462.66;7.924.528.301.886.790;2.075.471.698.113.200;106055109;31779334;12;74275775;1995;2000000;0;1;0;0;2
343;31;3.537.143.689;9;1802.0;3.773.584.905.660.370;6.226.415.094.339.620;1344881;163144;12;1180737;2015;30000;0;0;0;0;1
344;23;4.483.510.729;0;0.0;3.396.226.415.094.330;660.377.358.490.566;382300;0;12;0;2011;140000;1;0;0;0;1
345;0;0.0;0;0.0;6.037.735.849.056.600;3.962.264.150.943.390;3380293;0;12;0;1995;200000;0;0;1;0;1
346;27;3.152.502.595;0;0.0;5.660.377.358.490.560;4.339.622.641.509.430;1099557;0;12;0;2006;25000;1;0;1;0;1
347;3;45.498.678.659.999.900;9;5913.34;6.226.415.094.339.620;3.773.584.905.660.370;4795183;0;12;0;2017;150000;1;0;1;0;1
348;3;0.0;0;0.0;6.226.415.094.339.620;3.773.584.905.660.370;670491;0;12;0;2003;110000;0;0;1;0;1
349;5;2.135.674.693;0;0.0;7.169.811.320.754.710;2.830.188.679.245.280;1952436;0;8;0;2009;150000;1;1;0;0;2
350;89;3.399.164.539;0;0.0;660.377.358.490.566;3.396.226.415.094.330;2090136;0;12;0;1988;93700;1;0;1;0;1
351;31;3.708.316.101;32;11606.4;660.377.358.490.566;3.396.226.415.094.330;1683902;0;12;0;1998;100000;1;0;1;0;1
352;111;30.671.788.899.999.900;0;0.0;5.094.339.622.641.500;490.566.037.735.849;2811388;0;12;0;1994;100000;0;0;1;0;1
353;224;3.144.315.725;26;31523.31;6.226.415.094.339.620;3.773.584.905.660.370;2058865;0;12;0;2013;95400;1;0;1;0;1
354;0;0.0;0;0.0;7.358.490.566.037.730;2.641.509.433.962.260;1580968;0;12;0;1996;10000;0;1;0;0;2
355;0;37.181.897.049.999.900;0;0.0;8.301.886.792.452.830;1.698.113.207.547.160;32123953;0;12;0;2004;1666666;1;1;0;0;2
356;0;5.821.607.878;0;0.0;8.490.566.037.735.840;150.943.396.226.415;23343532;0;12;0;2013;100000;1;1;0;0;2
357;15;43.862.122.340.000.000;0;0.0;6.981.132.075.471.690;3.018.867.924.528.300;9926055;0;12;0;2001;1000000;1;1;0;0;2
358;34;35.920.201.770.000.000;0;0.0;5.660.377.358.490.560;4.339.622.641.509.430;5342332;2457047;12;2885285;2005;40000;0;0;1;0;1
359;59;35.211.916.909.999.900;0;0.0;6.792.452.830.188.670;320.754.716.981.132;2758764;0;12;0;2008;80000;1;0;1;0;1
360;5;0.0;0;0.0;490.566.037.735.849;5.094.339.622.641.500;519682;0;12;0;2017;200000;0;0;1;0;1
361;0;3.218.131.974;27;22026.66;8.490.566.037.735.840;150.943.396.226.415;874712000;0;12;0;1951;294801000;1;1;0;0;2
362;3;5.672.013.598;11;1561.98;5.094.339.622.641.500;490.566.037.735.849;1314701;0;12;0;2015;100000;1;0;1;0;1
363;0;0.0;0;0.0;6.037.735.849.056.600;3.962.264.150.943.390;298481;0;12;0;1984;72400;0;0;1;0;1
364;3;54.647.325.499.999.900;0;0.0;7.169.811.320.754.710;2.830.188.679.245.280;1038764;0;11;0;2003;20000;1;1;0;0;2
365;4;3.338.384.585;1;3000.0;8.679.245.283.018.860;1.320.754.716.981.130;874712000;0;12;0;1951;294801000;1;1;0;0;2
366;9;0.0;0;0.0;6.415.094.339.622.640;3.584.905.660.377.350;27549117;0;10;0;1985;10000;0;0;1;0;1
367;3;0.0;0;0.0;7.358.490.566.037.730;2.641.509.433.962.260;3249611;0;12;0;2002;50000;0;1;0;0;2
368;25;35.769.230.770.000.000;48;183947.84;6.037.735.849.056.600;3.962.264.150.943.390;12794141;0;12;0;2010;100000;0;0;1;0;1
369;4;4.348.023.596;27;20838.54;6.037.735.849.056.600;3.962.264.150.943.390;1366296;0;7;0;2015;40000;1;0;1;0;1
370;91;0.0;0;0.0;7.169.811.320.754.710;2.830.188.679.245.280;22312704;7864919;12;14447785;1994;1000000;0;1;0;0;2
371;3;3.740.398.853;86;25409.5;7.924.528.301.886.790;2.075.471.698.113.200;26629112;0;12;0;2006;200000;1;1;0;0;2
372;3;5.679.427.527;0;0.0;6.226.415.094.339.620;3.773.584.905.660.370;693166;0;12;0;2010;20000;1;0;1;0;1
373;3;0.0;0;0.0;7.169.811.320.754.710;2.830.188.679.245.280;19670585;0;12;0;2016;100000;0;1;0;0;2
374;3;0.0;0;0.0;5.094.339.622.641.500;490.566.037.735.849;68529;43547;3;24983;2018;150000;0;0;1;0;1
375;23;6.370.290.539;68;5735.78;5.849.056.603.773.580;4.150.943.396.226.410;44678633;0;12;0;1984;20000;1;0;1;0;1
376;2;2.606.411.612;126;158627.16;6.415.094.339.622.640;3.584.905.660.377.350;0;0;1;0;2013;0;1;0;1;0;1
377;5;0.0;0;0.0;4.716.981.132.075.470;5.283.018.867.924.520;0;0;1;0;2011;100;0;0;0;0;1
378;26;0.0;0;0.0;5.094.339.622.641.500;490.566.037.735.849;988379;0;11;0;2015;20000;0;0;1;0;1
379;7;0.0;0;0.0;6.792.452.830.188.670;320.754.716.981.132;3160445;1402051;12;1758394;2013;300000;0;0;1;0;1
380;2;2.616.098.406;8;1872.93;7.358.490.566.037.730;2.641.509.433.962.260;5883801;2774316;6;3109485;2008;150000;1;1;0;0;2
381;4;2.737.072.834;0;0.0;490.566.037.735.849;5.094.339.622.641.500;751713;0;12;0;2017;200000;1;0;1;0;1
382;4;49.647.179.420.000.000;0;0.0;7.358.490.566.037.730;2.641.509.433.962.260;3278112;0;12;0;1993;300000;1;1;0;0;2
383;224;3.144.315.725;26;31523.31;6.226.415.094.339.620;3.773.584.905.660.370;1940661;0;12;0;2013;95400;1;0;1;0;1
384;196;3.645.702.294;11;21067.2;6.037.735.849.056.600;3.962.264.150.943.390;5752872;2295022;6;3457850;1994;110000;0;0;1;0;1
385;0;0.0;0;0.0;7.358.490.566.037.730;2.641.509.433.962.260;9406255;0;12;0;2008;100000;0;1;0;0;2
386;0;5.122.830.707;74;7937.99;7.358.490.566.037.730;2.641.509.433.962.260;367561434;97679574;12;269881860;1967;320000;1;1;0;0;2
387;28;5.936.793.117;0;18951.89;7.358.490.566.037.730;2.641.509.433.962.260;28084782;0;6;0;1991;400000;0;1;0;0;2
388;4;3.338.384.585;1;3000.0;8.679.245.283.018.860;1.320.754.716.981.130;874712000;0;9;0;1951;294801000;1;1;0;0;2
389;0;3.218.131.974;27;22026.66;8.679.245.283.018.860;1.320.754.716.981.130;874712000;0;12;0;1951;294801000;1;1;0;0;2
390;2;5.766.470.903;50;12336.67;7.358.490.566.037.730;2.641.509.433.962.260;1917759;0;12;0;1981;10000;1;1;0;0;2
391;20;4.132.981.729;0;0.0;3.396.226.415.094.330;660.377.358.490.566;0;0;12;0;2018;30000;1;0;0;0;1
392;15;43.862.122.340.000.000;0;0.0;6.981.132.075.471.690;3.018.867.924.528.300;9926055;0;12;0;2001;1000000;1;1;0;0;2
393;16;4.701.973.788;25;985.0;5.471.698.113.207.540;4.528.301.886.792.450;1126985;0;12;0;2018;99800;1;0;1;0;1
394;21;3.276.895.703;0;0.0;4.339.622.641.509.430;5.660.377.358.490.560;1498459;0;12;0;2004;1000000;1;0;0;0;1
395;20;0.0;0;0.0;8.301.886.792.452.830;1.698.113.207.547.160;21445991;13941746;12;7504245;2012;100000;0;1;0;0;2
396;22;4.217.446.292;20;3498.66;3.962.264.150.943.390;6.037.735.849.056.600;1226031;0;12;0;1987;100000;0;0;0;0;1
397;8;6.474.171.732;0;0.0;6.226.415.094.339.620;3.773.584.905.660.370;4606547;0;6;0;1992;849000;1;0;1;0;1
398;0;0.0;0;0.0;5.094.339.622.641.500;490.566.037.735.849;438829;0;12;0;2016;120000;0;0;1;0;1
399;13;0.0;0;0.0;4.528.301.886.792.450;5.471.698.113.207.540;586009;0;12;0;2008;600000;0;0;0;0;1
400;779;3.460.075.111;0;0.0;6.415.094.339.622.640;3.584.905.660.377.350;3724929;0;12;0;2006;400000;0;0;1;0;1
401;3;5.462.081.561;0;0.0;8.490.566.037.735.840;150.943.396.226.415;61201843;0;12;0;2000;1615000;1;1;0;0;2
402;12;3.541.794.647;0;0.0;7.358.490.566.037.730;2.641.509.433.962.260;4587574;0;12;0;2008;1500000;1;1;0;0;2
403;7;0.0;0;0.0;5.471.698.113.207.540;4.528.301.886.792.450;707528;0;11;0;2009;33000;0;0;1;0;1
404;11;0.0;0;0.0;4.528.301.886.792.450;5.471.698.113.207.540;331360;0;12;0;2013;140000;0;0;0;0;1
405;3;0.0;0;0.0;7.547.169.811.320.750;2.452.830.188.679.240;162322;0;12;0;1984;60000;0;1;0;0;2
406;0;0.0;0;0.0;5.094.339.622.641.500;490.566.037.735.849;112032;0;12;0;2019;10000;0;0;1;0;1
407;0;2.817.467.795;0;0.0;7.169.811.320.754.710;2.830.188.679.245.280;5345726;1341423;12;4004303;2017;10000;1;1;0;0;2
408;15;5.458.447.443;0;0.0;5.283.018.867.924.520;4.716.981.132.075.470;37598;0;11;0;2019;10000;1;0;1;0;1
409;0;4.316.802.789;64;5400.0;9.433.962.264.150.940;566.037.735.849.056;2171417618;1373143082;12;798274536;1972;900000000;1;0;0;1;3
410;8;5.270.247.688;0;0.0;8.867.924.528.301.880;1.132.075.471.698.110;13366;0;12;0;2011;200000;1;1;0;0;2
411;11;0.0;0;0.0;5.094.339.622.641.500;490.566.037.735.849;1272993;0;12;0;2017;50000;0;0;1;0;1
412;13;5.249.080.429.999.990;0;0.0;3.584.905.660.377.350;6.415.094.339.622.640;894645;0;12;0;2018;150000;1;0;0;0;1
